Date,Username,Comment
18:52:34,Jaylah Kay,TRUMP:partying_face:!!
18:52:34,Jaylah Kay,TRUMP:partying_face:
18:52:35,AJ Online,kamala Apni Kamala
18:52:36,Jaylah Kay,TRUMP:partying_face:
18:52:36,Jaylah Kay,TRUMP:partying_face:
18:52:58,Jaylah Kay,TRUMP:partying_face:
18:52:59,♥️⃝Lege♑d,99% Russian Americans vote for Trump :red_heart:
18:53:01,Jaylah Kay,TRUMP:partying_face:TRUMP:partying_face:
18:53:02,NCityVids,Kamala if you want woman attacked and killed by her policies
18:53:03,Jaylah Kay,COME ON TRUMP:partying_face:
18:53:05,Zkhatib Binu,Kamala
18:53:06,nshimiye amza,kamala
18:53:08,Jaylah Kay,TRUMP:partying_face:
18:53:09,Jaylah Kay,TRUMP:partying_face:TRUMP:partying_face:
18:53:10,Zkhatib Binu,Kamala 
18:53:12,Zkhatib Binu,Kamala Harris 
18:53:13,Jaylah Kay,PEOPLE NEED TO VOTE FOR TRUMP:partying_face:TRUMP:partying_face:
18:53:15,Jaylah Kay,TRUMP:partying_face:
18:53:16,Jaylah Kay,TRUMP:partying_face:TRUMP:partying_face:
18:53:17,Zkhatib Binu,Kamala
18:53:39,nshimiye amza,kamala
18:53:40,Zkhatib Binu,Kamala 
18:53:41,KALKIN,Yes HARRIS wins :wine_glass:
18:53:42,Zkhatib Binu,Kamala 
18:53:43,Jaylah Kay,YESS
18:53:44,Jaylah Kay,SYEDS
18:53:45,AJ Online,kamla important for Indians
18:53:46,Jaylah Kay,STRUMP:partying_face:
18:53:47,Zkhatib Binu,Kamala
18:53:48,Jaylah Kay,YESSSS
18:53:49,Jaylah Kay,YESSSS
18:53:50,Zkhatib Binu,Kamala
18:53:51,Pradeesh Radhakrishnan,Trump
18:53:52,Jaylah Kay,54%
18:53:53,Zkhatib Binu,:blue_heart::blue_heart::blue_heart:
18:53:54,AJ Online,for it sectors important kamla
18:53:55,Zkhatib Binu,:blue_heart::blue_heart:
18:53:56,Really,99% Indian American Only Voting For Trump
18:54:18,Craft Paint,A vote for Kamala is a vote for Venezuelan Gangs
18:54:20,Zkhatib Binu,34 trump :blue_heart:
18:54:23,Monica,Trump the winner
18:54:25,Trade Action Live ,gold sell
18:54:28,Zkhatib Binu,Kamala 
18:54:30,Zkhatib Binu,Kamala Harris 
18:54:32,Jaylah Kay,TRUMP:partying_face:TRUMP:partying_face:
18:54:35,AJ Online,kamala harris
18:54:56,Zkhatib Binu,Kamala 
18:54:57,Realgnome,TEAM TRUMP
18:54:59,DodgeCityBulls,trump
18:55:00,No name ,Only gay men for Kamala 
18:55:01,AJ Online,kamala
18:55:02,Raphsody,Trump
18:55:04,Jaylah Kay,VOTEEEEEETRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
18:55:05,nshimiye amza,kamala
18:55:06,Shermamat Mamateminov (shermamat),Only kamala 
18:55:07,Jaylah Kay,I’M NOT TRYING TO DIEEE
18:55:09,Zkhatib Binu,Team kamala 
18:55:10,♥️⃝Lege♑d,It's About Race
18:55:11,Zkhatib Binu,No name gay 
18:55:12,Monica,Trump Trump
18:55:14,Zkhatib Binu,Kamala
18:55:15,Raphsody,Trump only
18:55:36,Zkhatib Binu,Kamala 
18:55:37,AJ Online,kamala is important for Hindu citizenship
18:55:38,Soila Paiz,America is still a very racist place... voting for color of the skin.. so sad
18:55:39,Zkhatib Binu,Kamala 
18:55:40,Jaylah Kay,TRUMP:partying_face: ON
18:55:41,Jaylah Kay,Y
18:55:42,Jaylah Kay,YON
18:55:43,Jaylah Kay,ONLY
18:55:44,Biswanath Das,only trump
18:55:45,Zkhatib Binu,Kamala
18:55:46,insidher,:blue_heart::blue_heart::blue_heart: Arizona and Latinos for HARRIS!!! :blue_heart::blue_heart::blue_heart:
18:55:47,Nk Vlog,Trump 
18:55:48,Jaylah Kay,MY FAMILY VOTED FOR TRUMP:partying_face:TRUMP:partying_face:
18:55:49,Jaylah Kay,TRUMP:partying_face:TRUMP:partying_face:
18:55:51,Kelvin Kasyoka,ruto must go
18:55:52,Zkhatib Binu,:blue_heart::blue_heart::blue_heart:
18:55:53,Raphsody,kamala is a part of anti hindu ecosystem
18:55:54,Apeles Carvalho,Go Trump
18:55:55,Really,$ Means Donald Trump
18:56:16,Zkhatib Binu,Kamala 
18:56:16,Jaylah Kay,ADD MORE VOTES FOR TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
18:56:17,Jaylah Kay,NOWWW
18:56:18,Zkhatib Binu,Kamala 
18:56:19,AJ Online,trump will send people reverse migration
18:56:19,Zkhatib Binu,Kamala 
18:56:20,Zkhatib Binu,Kamala 
18:56:21,Jaylah Kay,TRUMP:partying_face:TRUMP:partying_face:
18:56:22,Zkhatib Binu,:blue_heart::blue_heart::blue_heart:
18:56:23,Zkhatib Binu,:blue_heart::blue_heart::blue_heart:
18:56:23,Ashok Hegde,Boss you don’t know anything about USA. Indian community is voting for Trump
18:56:24,Zkhatib Binu,:blue_heart::blue_heart::blue_heart::blue_heart:
18:56:49,Henry Sanidad,"americans always win, trhey don't vote for losers:grinning_face_with_smiling_eyes:"
18:56:53,AJ Online,we all want America to be mini india Jay Shri America
18:56:58,Lokesh,kanye 2024 
18:57:02,Jaylah Kay,:flushed_face::smiling_face_with_halo::face_with_steam_from_nose::smiling_face_with_halo::smiling_face_with_halo::angry_face::smiling_face_with_halo::angry_face::angry_face:TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
18:57:24,Jaylah Kay,TRUMP:partying_face:TRUMP:partying_face:
18:57:26,Zkhatib Binu,Kamala
18:57:27,AJ Online,kamla2024
18:57:29,No name ,Binu gay 
18:57:31,♥️⃝Lege♑d,Then mens and womens:rolling_on_the_floor_laughing:
18:57:32,No name ,Gays and war mongers 
18:57:34,Really,Binu Gay
18:57:36,Zkhatib Binu,No name lesbian 
18:57:37,Zkhatib Binu,Kamala
18:57:39,MIJohnhearts Ministries,trump 2025
18:57:40,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
18:57:42,Lucy Maina,Kamal Harris all the way my super Role model
18:58:03,MIJohnhearts Ministries,Trump 2024
18:58:04,Biswanath Das,Donald trump win this 2024 election it's my challenge it's 100% future prediction i know each and everything what going in this world
18:58:05,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
18:58:06,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
18:58:07,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
18:58:08,No name ,Or may be binu is a trans 
18:58:09,Jaylah Kay,TRUMP 2024
18:58:10,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
18:58:11,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
18:58:12,Zkhatib Binu,Really really is 
18:58:13,Zkhatib Binu,Kamala 
18:58:14,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
18:58:15,AldousHuxley,TRUMP 2024
18:58:16,AJ Online,kamla is important for it workers Indians Jitendra
18:58:17,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
18:58:18,Domnick,Trump 2024
18:58:19,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
18:58:40,Zkhatib Binu,:blue_heart::blue_heart::blue_heart:
18:58:42,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP
18:58:43,Silvana Belchior,Trump :red_heart:
18:58:44,Really,Binu Is. He Be She.:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:e a b c d e
18:58:46,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
18:58:47,Zkhatib Binu,:blue_heart::blue_heart::blue_heart::blue_heart:
18:58:48,AJ Online,INDIANS WILL BE EVERYWHERE
18:58:49,Elise Barry,@Lucy Maina mwambie Yesu akufungue macho:sad_but_relieved_face:
18:58:51,Zkhatib Binu,:blue_heart::blue_heart::blue_heart::blue_heart:
18:58:52,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
18:58:53,Biswanath Das,Trump already win this election that is my sixth sense
18:58:55,sampath reddy,trump will wins as US nationalism perspective
18:59:16,Mr who knows,Trump for England aswell as America 
18:59:18,Zkhatib Binu,Really maa ki
18:59:20,AUglyFilms,trump :thumbs_up::thumbs_up::check_mark_button::check_mark: regards ki ki lagbe
18:59:22,Zkhatib Binu,:blue_heart::blue_heart::blue_heart:
18:59:46,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
18:59:49,AJ Online,Indians for kamla
18:59:53,Mr who knows,England needs trump 
18:59:56,Mk Zaman,Trump 
19:00:00,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:00:22,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:00:24,Mr who knows,Trump trump trump trump 
19:00:26,Really,Gays For. Kamala:eyes-purple-crying::eyes-purple-crying::eyes-purple-crying::eyes-purple-crying::eyes-purple-crying:
19:00:28,AJ Online,india kmla harris 
19:00:30,RezvanSi,i see we have bots here
19:00:31,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:00:33,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:00:35,TheJanitorYT,TRUMP TRUMP TRUMP TRUMP
19:00:37,Prince Patel,At what time will be result announced??
19:00:39,Biswanath Das,Kamala harris never win this election it's my 100 % time machine prediction
19:00:41,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:01:04,RezvanSi,9
19:01:07,RezvanSi,somewhere in 1 hour
19:01:10,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:01:12,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:01:15,Javier Valentino H,Trump trump trump :balloon::balloon::balloon::balloon::balloon::balloon::balloon:
19:01:37,AJ Online,ist female us president
19:01:39,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:01:40,Jaylah Kay,MEN
19:01:42,Jaylah Kay,MEN
19:01:43,Jaylah Kay,MAN
19:01:45,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:01:47,Jayson Bourne,Trump is the best.... His supporters look crazy:rolling_on_the_floor_laughing:
19:01:48,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:01:50,Mr who knows,Come on America trump alllllll the way 
19:01:51,AJ Online,we have job crisis
19:01:53,Really,Really Is Today Will Be Result Coming. or Just Opinions
19:02:15,RezvanSi,"trump all the way, kamala is going to put the entire world in a burning hell"
19:02:17,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRU
19:02:20,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:02:22,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:02:24,AJ Online,come on all Indians vote for kamla for citizenship
19:02:26,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:02:29,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:02:31,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:02:52,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:02:53,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:02:54,Really,Aj. Just Don't Shit On Your Rail Line
19:02:55,Jayson Bourne,Harris is trying yo stop pregnacy and Trump is trying to stop rape
19:02:56,Afendi Ahamed,kamala
19:02:57,Vegard,anyone seen that movie advertised?
19:02:57,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:02:58,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:02:59,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:03:00,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:03:01,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:03:02,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:03:03,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:03:04,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:03:05,Jaylah Kay,W
19:03:06,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:03:07,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:03:08,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:03:09,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:03:30,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:03:31,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:03:32,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:03:34,Biswanath Das,democratic means no one talk republicans meaning freedom of speech
19:03:35,Vegard,"Jaylah, we see you, you're not helping"
19:03:36,Jayson Bourne,Jaylah... Ur killing the chat... WE GET IT
19:03:38,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:03:39,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:03:40,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:03:41,JJ the Hershey Chocolate fan2006,let's Trump win
19:03:43,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:03:44,Mr who knows,"The world needs trump ,England :hundred_points:needs trump "
19:03:45,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:03:47,Jaylah Kay,COME ON ON LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:03:48,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:04:09,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:04:11,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:04:12,Zita A,TRUMP :smiling_face_with_smiling_eyes:
19:04:13,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:04:15,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:04:16,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:04:18,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:04:19,Jaylah Kay,yesssss
19:04:20,AJ Online,kmla
19:04:22,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:04:44,Sujeet Kumar,Trump
19:04:46,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:04:48,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:04:50,AJ Online,trump doesn't support women empowerment
19:04:52,Jaylah Kay,EWWW KMAL
19:04:54,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:04:56,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:04:59,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:05:01,Really,Trump For America. Gays For Kalala
19:05:03,Sujeet Kumar,TRUMP_LOVE FROM BHARAT
19:05:24,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:05:26,eric musyoka,Trump all the way to White House
19:05:27,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:05:28,Vegard,@Really exactly
19:05:30,Mike,trump
19:05:31,Mark2Roll,Kamala in prison......
19:05:32,Jaylah Kay,EWWWW
19:05:34,Matthew Duran,Lest go Trump.
19:05:35,Youtube Machine,When will final result will declare??
19:05:36,Jaylah Kay,LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:05:38,AJ Online,we all love black people
19:06:00,Vegard,yes we love them
19:06:03,Jaylah Kay,NO DUH
19:06:05,ImCan8dn2,Trump 2024 red wave
19:06:08,Jaylah Kay,STILL LETS GOOOO TRUMP:partying_face:TRUMP:partying_face:TRUMP:partying_face:
19:06:10,Indian Eggman,Trump
19:06:12,Youtube Machine,When will final result will declare??
19:06:15,AJ Online,America history is of black people which people go away
19:06:37,Otakumi,trump for the win
19:06:39,Really,Aj You Love Black Dik:eyes-purple-crying::eyes-purple-crying::eyes-purple-crying::eyes-purple-crying:
19:06:42,Vincent Agwacha,Harris
19:06:44,Vegard,if swings states go in right direction we'll see a result in like 7-8 hours
19:06:46,AJ Online,black people
19:06:49,Really,:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:
19:06:51,Mark2Roll,trump......for US
19:07:16,Jay S. ,he should probably cast it in Pennsylvania.
19:07:22,Otakumi,when will the result came out
19:07:27,AJ Online,black for America
19:07:32,Mateo mannag Matmat,trump 2024 president
